id,biller,description,amount,purchaseDate,dueDate,paid,paidDate,frequency
1749932616887.657,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-10-01",false,null,"lifetime"
1749932616887.6255,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-11-01",false,null,"lifetime"
1749932616887.6453,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-12-01",false,null,"lifetime"
1749932616887.9612,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-01-01",false,null,"lifetime"
1749932616887.512,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-02-01",false,null,"lifetime"
1749932616887.644,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-03-01",false,null,"lifetime"
1749932616887.7815,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-04-01",false,null,"lifetime"
1749932616887.8594,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-05-01",false,null,"lifetime"
1749932616887.389,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-06-01",false,null,"lifetime"
1749932616887.3943,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-07-01",false,null,"lifetime"
1749932616887.9612,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-08-01",false,null,"lifetime"
1749932616887.5159,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-09-01",false,null,"lifetime"
1749932616887.4421,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-10-01",false,null,"lifetime"
1749932616887.5452,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-11-01",false,null,"lifetime"
1749932616887.7039,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2028-12-01",false,null,"lifetime"
1749932616887.3743,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-01-01",false,null,"lifetime"
1749932616887.5098,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-02-01",false,null,"lifetime"
1749932616887.0728,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-03-01",false,null,"lifetime"
1749932616887.178,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-04-01",false,null,"lifetime"
1749932616887.683,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-05-01",false,null,"lifetime"
1749932616887.0474,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-06-01",false,null,"lifetime"
1749932616887.5273,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-07-01",false,null,"lifetime"
1749932616887.3354,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-08-01",false,null,"lifetime"
1749932616887.4417,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-09-01",false,null,"lifetime"
1749932616887.2017,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-10-01",false,null,"lifetime"
1749932616887.932,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-11-01",false,null,"lifetime"
1749932616887.713,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2029-12-01",false,null,"lifetime"
1749932616887.9116,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2030-01-01",false,null,"lifetime"
1749932616887.8696,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2030-02-01",false,null,"lifetime"
1749932616887.7285,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2030-03-01",false,null,"lifetime"
1749932616887.7324,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2030-04-01",false,null,"lifetime"
1749932616887.7925,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2030-05-01",false,null,"lifetime"
1749932616887.5808,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2030-06-01",false,null,"lifetime"
1749932655351.414,"Other","Groceries ni Lola",1100,"2025-06-15","2025-06-15",true,"2025-06-14T20:24:15.351Z","one-time"
1749932836302.8108,"Other","Faboulosa, shoes, haircut, liston, earings, and fare",2500,"2025-06-14","2025-06-14",true,"2025-06-14T20:27:17.838Z","one-time"
